nummer,namn,naringsnamn,gruppering,mangd,enhet
1610,Sött vetebröd saffransbröd hembakad,Disackarider,Bullar kakor tårtor mm,9.5,g
1610,Sött vetebröd saffransbröd hembakad,"Kalcium, Ca",Bullar kakor tårtor mm,49.0,mg
1610,Sött vetebröd saffransbröd hembakad,Fettsyra 4:0-10:0,Bullar kakor tårtor mm,0.2,g
1610,Sött vetebröd saffransbröd hembakad,DHA (C22:6),Bullar kakor tårtor mm,0.0,g
1610,Sött vetebröd saffransbröd hembakad,DPA (C22:5),Bullar kakor tårtor mm,0.0,g
1610,Sött vetebröd saffransbröd hembakad,EPA (C20:5),Bullar kakor tårtor mm,0.0,g
1610,Sött vetebröd saffransbröd hembakad,Arakidonsyra C20:4,Bullar kakor tårtor mm,0.0,g
1610,Sött vetebröd saffransbröd hembakad,Arakidinsyra C20:0,Bullar kakor tårtor mm,0.0,g
1610,Sött vetebröd saffransbröd hembakad,Linolensyra C18:3,Bullar kakor tårtor mm,0.3,g
1610,Sött vetebröd saffransbröd hembakad,Linolsyra C18:2,Bullar kakor tårtor mm,1.1,g
1610,Sött vetebröd saffransbröd hembakad,Oljesyra C18:1,Bullar kakor tårtor mm,2.8,g
1610,Sött vetebröd saffransbröd hembakad,Stearinsyra C18:0,Bullar kakor tårtor mm,0.4,g
1610,Sött vetebröd saffransbröd hembakad,Palmitoljesyra C16:1,Bullar kakor tårtor mm,0.1,g
1610,Sött vetebröd saffransbröd hembakad,Palmitinsyra C16:0,Bullar kakor tårtor mm,2.2,g
1610,Sött vetebröd saffransbröd hembakad,Myristinsyra C14:0,Bullar kakor tårtor mm,0.3,g
1610,Sött vetebröd saffransbröd hembakad,Laurinsyra C12:0,Bullar kakor tårtor mm,0.2,g
1610,Sött vetebröd saffransbröd hembakad,Betakaroten/β-Karoten,Bullar kakor tårtor mm,44.0,µg
1610,Sött vetebröd saffransbröd hembakad,Avfall (skal etc.),Bullar kakor tårtor mm,0.0,%
1610,Sött vetebröd saffransbröd hembakad,Aska,Bullar kakor tårtor mm,1.1,g
1610,Sött vetebröd saffransbröd hembakad,Alkohol,Bullar kakor tårtor mm,0.0,g
1611,Kex cream crackers,"Zink, Zn",Smörgåskex,0.9,mg
1611,Kex cream crackers,Vitamin E,Smörgåskex,0.3,mg
1611,Kex cream crackers,Vitamin D inkl 25-OH-D3,Smörgåskex,0.0,µg
1611,Kex cream crackers,Vitamin D,Smörgåskex,0.0,µg
1611,Kex cream crackers,Vitamin C,Smörgåskex,0.0,mg
1611,Kex cream crackers,Vitamin B6,Smörgåskex,0.03,mg
1611,Kex cream crackers,Vitamin B12,Smörgåskex,0.0,µg
1611,Kex cream crackers,Vitamin A,Smörgåskex,0.0,RE/µg
1611,Kex cream crackers,Vatten,Smörgåskex,3.0,g
1611,Kex cream crackers,Tiamin,Smörgåskex,0.01,mg
1611,Kex cream crackers,Tillsatt socker,Smörgåskex,0.0,g
1611,Kex cream crackers,Fritt socker,Smörgåskex,0.0,g
1611,Kex cream crackers,"Selen, Se",Smörgåskex,1.0,µg
1611,Kex cream crackers,Sackaros,Smörgåskex,0.0,g
1611,Kex cream crackers,Riboflavin,Smörgåskex,0.04,mg
1611,Kex cream crackers,Retinol,Smörgåskex,0.0,µg
1611,Kex cream crackers,Protein,Smörgåskex,7.8,g
1611,Kex cream crackers,Summa fleromättade fettsyror,Smörgåskex,1.9,g
1611,Kex cream crackers,"Fosfor, P",Smörgåskex,103.0,mg
1611,Kex cream crackers,Niacinekvivalenter,Smörgåskex,2.3,NE/mg
1611,Kex cream crackers,Niacin,Smörgåskex,1.0,mg
1611,Kex cream crackers,"Salt, NaCl",Smörgåskex,1.5,g
1611,Kex cream crackers,"Natrium, Na",Smörgåskex,590.0,mg
1611,Kex cream crackers,Monosackarider,Smörgåskex,0.6,g
1611,Kex cream crackers,"Sockerarter, totalt",Smörgåskex,1.6,g
1611,Kex cream crackers,Summa enkelomättade fettsyror,Smörgåskex,7.4,g
1611,Kex cream crackers,"Magnesium, Mg",Smörgåskex,29.0,mg
1611,Kex cream crackers,Summa mättade fettsyror,Smörgåskex,12.0,g
1611,Kex cream crackers,"Kolhydrater, tillgängliga",Smörgåskex,60.3,g
1611,Kex cream crackers,Kolesterol,Smörgåskex,0.0,mg
1611,Kex cream crackers,"Kalium, K",Smörgåskex,136.0,mg
1611,Kex cream crackers,"Jod, I",Smörgåskex,2.3,µg
1611,Kex cream crackers,Fullkorn totalt,Smörgåskex,0.0,g
1611,Kex cream crackers,"Folat, totalt",Smörgåskex,8.0,µg
1611,Kex cream crackers,Fibrer,Smörgåskex,4.3,g
1611,Kex cream crackers,"Fett, totalt",Smörgåskex,22.5,g
1611,Kex cream crackers,"Järn, Fe",Smörgåskex,1.0,mg
1611,Kex cream crackers,Energi (kJ),Smörgåskex,2025.0,kJ
1611,Kex cream crackers,Energi (kcal),Smörgåskex,484.0,kcal
1611,Kex cream crackers,Disackarider,Smörgåskex,1.0,g
1611,Kex cream crackers,"Kalcium, Ca",Smörgåskex,58.0,mg
1611,Kex cream crackers,Fettsyra 4:0-10:0,Smörgåskex,1.0,g
1611,Kex cream crackers,DHA (C22:6),Smörgåskex,0.0,g
1611,Kex cream crackers,DPA (C22:5),Smörgåskex,0.0,g
1611,Kex cream crackers,EPA (C20:5),Smörgåskex,0.0,g
1611,Kex cream crackers,Arakidonsyra C20:4,Smörgåskex,0.0,g
1611,Kex cream crackers,Arakidinsyra C20:0,Smörgåskex,0.1,g
1611,Kex cream crackers,Linolensyra C18:3,Smörgåskex,0.3,g
1611,Kex cream crackers,Linolsyra C18:2,Smörgåskex,1.6,g
1611,Kex cream crackers,Oljesyra C18:1,Smörgåskex,7.0,g
1611,Kex cream crackers,Stearinsyra C18:0,Smörgåskex,2.5,g
1611,Kex cream crackers,Palmitoljesyra C16:1,Smörgåskex,0.2,g
1611,Kex cream crackers,Palmitinsyra C16:0,Smörgåskex,3.4,g
1611,Kex cream crackers,Myristinsyra C14:0,Smörgåskex,1.6,g
1611,Kex cream crackers,Laurinsyra C12:0,Smörgåskex,3.1,g
1611,Kex cream crackers,Betakaroten/β-Karoten,Smörgåskex,0.0,µg
1611,Kex cream crackers,Avfall (skal etc.),Smörgåskex,0.0,%
1611,Kex cream crackers,Aska,Smörgåskex,2.1,g
1611,Kex cream crackers,Alkohol,Smörgåskex,0.0,g
1612,Kex rån m. cremefyllning smaksatt,"Zink, Zn",Bullar kakor tårtor mm,0.5,mg
1612,Kex rån m. cremefyllning smaksatt,Vitamin E,Bullar kakor tårtor mm,1.3,mg
1612,Kex rån m. cremefyllning smaksatt,Vitamin D inkl 25-OH-D3,Bullar kakor tårtor mm,0.0,µg
1612,Kex rån m. cremefyllning smaksatt,Vitamin D,Bullar kakor tårtor mm,0.0,µg
1612,Kex rån m. cremefyllning smaksatt,Vitamin C,Bullar kakor tårtor mm,0.0,mg
1612,Kex rån m. cremefyllning smaksatt,Vitamin B6,Bullar kakor tårtor mm,0.06,mg
1612,Kex rån m. cremefyllning smaksatt,Vitamin B12,Bullar kakor tårtor mm,0.1,µg
1612,Kex rån m. cremefyllning smaksatt,Vitamin A,Bullar kakor tårtor mm,0.0,RE/µg
1612,Kex rån m. cremefyllning smaksatt,Vatten,Bullar kakor tårtor mm,1.2,g
1612,Kex rån m. cremefyllning smaksatt,Tiamin,Bullar kakor tårtor mm,0.03,mg
1612,Kex rån m. cremefyllning smaksatt,Tillsatt socker,Bullar kakor tårtor mm,32.0,g
1612,Kex rån m. cremefyllning smaksatt,Fritt socker,Bullar kakor tårtor mm,32.0,g
1612,Kex rån m. cremefyllning smaksatt,"Selen, Se",Bullar kakor tårtor mm,1.3,µg
1612,Kex rån m. cremefyllning smaksatt,Sackaros,Bullar kakor tårtor mm,32.0,g
1612,Kex rån m. cremefyllning smaksatt,Riboflavin,Bullar kakor tårtor mm,0.04,mg
1612,Kex rån m. cremefyllning smaksatt,Retinol,Bullar kakor tårtor mm,0.0,µg
1612,Kex rån m. cremefyllning smaksatt,Protein,Bullar kakor tårtor mm,4.0,g
1612,Kex rån m. cremefyllning smaksatt,Summa fleromättade fettsyror,Bullar kakor tårtor mm,0.2,g
1612,Kex rån m. cremefyllning smaksatt,"Fosfor, P",Bullar kakor tårtor mm,68.0,mg
1612,Kex rån m. cremefyllning smaksatt,Niacinekvivalenter,Bullar kakor tårtor mm,1.4,NE/mg
1612,Kex rån m. cremefyllning smaksatt,Niacin,Bullar kakor tårtor mm,0.72,mg
1612,Kex rån m. cremefyllning smaksatt,"Salt, NaCl",Bullar kakor tårtor mm,0.3,g
1612,Kex rån m. cremefyllning smaksatt,"Natrium, Na",Bullar kakor tårtor mm,114.0,mg
1612,Kex rån m. cremefyllning smaksatt,Monosackarider,Bullar kakor tårtor mm,0.0,g
1612,Kex rån m. cremefyllning smaksatt,"Sockerarter, totalt",Bullar kakor tårtor mm,32.7,g
1612,Kex rån m. cremefyllning smaksatt,Summa enkelomättade fettsyror,Bullar kakor tårtor mm,0.3,g
1612,Kex rån m. cremefyllning smaksatt,"Magnesium, Mg",Bullar kakor tårtor mm,23.0,mg
1612,Kex rån m. cremefyllning smaksatt,Summa mättade fettsyror,Bullar kakor tårtor mm,28.1,g
1612,Kex rån m. cremefyllning smaksatt,"Kolhydrater, tillgängliga",Bullar kakor tårtor mm,62.3,g
1612,Kex rån m. cremefyllning smaksatt,Kolesterol,Bullar kakor tårtor mm,0.0,mg
1612,Kex rån m. cremefyllning smaksatt,"Kalium, K",Bullar kakor tårtor mm,177.0,mg
1612,Kex rån m. cremefyllning smaksatt,"Jod, I",Bullar kakor tårtor mm,3.0,µg
1612,Kex rån m. cremefyllning smaksatt,Fullkorn totalt,Bullar kakor tårtor mm,0.0,g
1612,Kex rån m. cremefyllning smaksatt,"Folat, totalt",Bullar kakor tårtor mm,14.0,µg
1612,Kex rån m. cremefyllning smaksatt,Fibrer,Bullar kakor tårtor mm,1.7,g
1612,Kex rån m. cremefyllning smaksatt,"Fett, totalt",Bullar kakor tårtor mm,29.9,g
1612,Kex rån m. cremefyllning smaksatt,"Järn, Fe",Bullar kakor tårtor mm,1.6,mg
1612,Kex rån m. cremefyllning smaksatt,Energi (kJ),Bullar kakor tårtor mm,2249.0,kJ
1612,Kex rån m. cremefyllning smaksatt,Energi (kcal),Bullar kakor tårtor mm,538.0,kcal
1612,Kex rån m. cremefyllning smaksatt,Disackarider,Bullar kakor tårtor mm,32.7,g
1612,Kex rån m. cremefyllning smaksatt,"Kalcium, Ca",Bullar kakor tårtor mm,20.0,mg
1612,Kex rån m. cremefyllning smaksatt,Fettsyra 4:0-10:0,Bullar kakor tårtor mm,3.8,g
1612,Kex rån m. cremefyllning smaksatt,DHA (C22:6),Bullar kakor tårtor mm,0.0,g
1612,Kex rån m. cremefyllning smaksatt,DPA (C22:5),Bullar kakor tårtor mm,0.0,g
1612,Kex rån m. cremefyllning smaksatt,EPA (C20:5),Bullar kakor tårtor mm,0.0,g
1612,Kex rån m. cremefyllning smaksatt,Arakidonsyra C20:4,Bullar kakor tårtor mm,0.0,g
1612,Kex rån m. cremefyllning smaksatt,Arakidinsyra C20:0,Bullar kakor tårtor mm,0.0,g
1612,Kex rån m. cremefyllning smaksatt,Linolensyra C18:3,Bullar kakor tårtor mm,0.0,g
1612,Kex rån m. cremefyllning smaksatt,Linolsyra C18:2,Bullar kakor tårtor mm,0.2,g
1612,Kex rån m. cremefyllning smaksatt,Oljesyra C18:1,Bullar kakor tårtor mm,0.3,g
1612,Kex rån m. cremefyllning smaksatt,Stearinsyra C18:0,Bullar kakor tårtor mm,3.8,g
1612,Kex rån m. cremefyllning smaksatt,Palmitoljesyra C16:1,Bullar kakor tårtor mm,0.0,g
1612,Kex rån m. cremefyllning smaksatt,Palmitinsyra C16:0,Bullar kakor tårtor mm,2.9,g
1612,Kex rån m. cremefyllning smaksatt,Myristinsyra C14:0,Bullar kakor tårtor mm,5.0,g
1612,Kex rån m. cremefyllning smaksatt,Laurinsyra C12:0,Bullar kakor tårtor mm,12.6,g
1612,Kex rån m. cremefyllning smaksatt,Betakaroten/β-Karoten,Bullar kakor tårtor mm,0.0,µg
1612,Kex rån m. cremefyllning smaksatt,Avfall (skal etc.),Bullar kakor tårtor mm,0.0,%
1612,Kex rån m. cremefyllning smaksatt,Aska,Bullar kakor tårtor mm,0.8,g
1612,Kex rån m. cremefyllning smaksatt,Alkohol,Bullar kakor tårtor mm,0.0,g
1613,Kex havrekex fullkorn,"Zink, Zn",Bullar kakor tårtor mm,1.2,mg
1613,Kex havrekex fullkorn,Vitamin E,Bullar kakor tårtor mm,3.2,mg
1613,Kex havrekex fullkorn,Vitamin D,Bullar kakor tårtor mm,0.19,µg
1613,Kex havrekex fullkorn,Vitamin C,Bullar kakor tårtor mm,0.0,mg
1613,Kex havrekex fullkorn,Vitamin B6,Bullar kakor tårtor mm,0.15,mg
1613,Kex havrekex fullkorn,Vitamin B12,Bullar kakor tårtor mm,0.13,µg
1613,Kex havrekex fullkorn,Vitamin A,Bullar kakor tårtor mm,11.6,RE/µg
1613,Kex havrekex fullkorn,Vatten,Bullar kakor tårtor mm,3.4,g
1613,Kex havrekex fullkorn,Tiamin,Bullar kakor tårtor mm,0.11,mg
1613,Kex havrekex fullkorn,Tillsatt socker,Bullar kakor tårtor mm,24.0,g
1613,Kex havrekex fullkorn,Fritt socker,Bullar kakor tårtor mm,24.0,g
1613,Kex havrekex fullkorn,"Selen, Se",Bullar kakor tårtor mm,2.6,µg
1613,Kex havrekex fullkorn,Sackaros,Bullar kakor tårtor mm,22.9,g
1613,Kex havrekex fullkorn,Riboflavin,Bullar kakor tårtor mm,0.05,mg
1613,Kex havrekex fullkorn,Retinol,Bullar kakor tårtor mm,10.5,µg
1613,Kex havrekex fullkorn,Protein,Bullar kakor tårtor mm,8.8,g
1613,Kex havrekex fullkorn,Summa fleromättade fettsyror,Bullar kakor tårtor mm,2.8,g
1613,Kex havrekex fullkorn,"Fosfor, P",Bullar kakor tårtor mm,190.0,mg
1613,Kex havrekex fullkorn,Niacinekvivalenter,Bullar kakor tårtor mm,3.1,NE/mg
1613,Kex havrekex fullkorn,Niacin,Bullar kakor tårtor mm,1.67,mg
1613,Kex havrekex fullkorn,"Salt, NaCl",Bullar kakor tårtor mm,1.3,g
1613,Kex havrekex fullkorn,"Natrium, Na",Bullar kakor tårtor mm,509.0,mg
1613,Kex havrekex fullkorn,Monosackarider,Bullar kakor tårtor mm,1.0,g
1613,Kex havrekex fullkorn,"Sockerarter, totalt",Bullar kakor tårtor mm,24.1,g
1613,Kex havrekex fullkorn,Summa enkelomättade fettsyror,Bullar kakor tårtor mm,8.4,g
1613,Kex havrekex fullkorn,"Magnesium, Mg",Bullar kakor tårtor mm,16.0,mg
1613,Kex havrekex fullkorn,Summa mättade fettsyror,Bullar kakor tårtor mm,8.4,g
1613,Kex havrekex fullkorn,"Kolhydrater, tillgängliga",Bullar kakor tårtor mm,59.1,g
1613,Kex havrekex fullkorn,Kolesterol,Bullar kakor tårtor mm,0.0,mg
1613,Kex havrekex fullkorn,"Kalium, K",Bullar kakor tårtor mm,233.0,mg
1613,Kex havrekex fullkorn,"Jod, I",Bullar kakor tårtor mm,2.0,µg
1613,Kex havrekex fullkorn,Fullkorn totalt,Bullar kakor tårtor mm,61.0,g
1613,Kex havrekex fullkorn,"Folat, totalt",Bullar kakor tårtor mm,21.9,µg
1613,Kex havrekex fullkorn,Fibrer,Bullar kakor tårtor mm,6.0,g
1613,Kex havrekex fullkorn,"Fett, totalt",Bullar kakor tårtor mm,20.6,g
1613,Kex havrekex fullkorn,"Järn, Fe",Bullar kakor tårtor mm,1.9,mg
1613,Kex havrekex fullkorn,Energi (kJ),Bullar kakor tårtor mm,1966.0,kJ
1613,Kex havrekex fullkorn,Energi (kcal),Bullar kakor tårtor mm,470.0,kcal
1613,Kex havrekex fullkorn,Disackarider,Bullar kakor tårtor mm,23.1,g
1613,Kex havrekex fullkorn,"Kalcium, Ca",Bullar kakor tårtor mm,30.0,mg
1613,Kex havrekex fullkorn,Fettsyra 4:0-10:0,Bullar kakor tårtor mm,0.0,g
1613,Kex havrekex fullkorn,DHA (C22:6),Bullar kakor tårtor mm,0.0,g
1613,Kex havrekex fullkorn,DPA (C22:5),Bullar kakor tårtor mm,0.0,g
1613,Kex havrekex fullkorn,EPA (C20:5),Bullar kakor tårtor mm,0.0,g
1613,Kex havrekex fullkorn,Arakidonsyra C20:4,Bullar kakor tårtor mm,0.0,g
1613,Kex havrekex fullkorn,Arakidinsyra C20:0,Bullar kakor tårtor mm,0.1,g
1613,Kex havrekex fullkorn,Linolensyra C18:3,Bullar kakor tårtor mm,0.1,g
1613,Kex havrekex fullkorn,Linolsyra C18:2,Bullar kakor tårtor mm,2.7,g
1613,Kex havrekex fullkorn,Oljesyra C18:1,Bullar kakor tårtor mm,8.3,g
1613,Kex havrekex fullkorn,Stearinsyra C18:0,Bullar kakor tårtor mm,1.2,g
1613,Kex havrekex fullkorn,Palmitoljesyra C16:1,Bullar kakor tårtor mm,0.0,g
1613,Kex havrekex fullkorn,Palmitinsyra C16:0,Bullar kakor tårtor mm,6.7,g
1613,Kex havrekex fullkorn,Myristinsyra C14:0,Bullar kakor tårtor mm,0.2,g
1613,Kex havrekex fullkorn,Laurinsyra C12:0,Bullar kakor tårtor mm,0.1,g
1613,Kex havrekex fullkorn,Betakaroten/β-Karoten,Bullar kakor tårtor mm,11.0,µg
1613,Kex havrekex fullkorn,Avfall (skal etc.),Bullar kakor tårtor mm,0.0,%
1613,Kex havrekex fullkorn,Aska,Bullar kakor tårtor mm,2.0,g
1613,Kex havrekex fullkorn,Alkohol,Bullar kakor tårtor mm,0.0,g
1614,Kex Mariekex,"Zink, Zn",Bullar kakor tårtor mm,0.5,mg
1614,Kex Mariekex,Vitamin E,Bullar kakor tårtor mm,1.4,mg
1614,Kex Mariekex,Vitamin D,Bullar kakor tårtor mm,0.1,µg
1614,Kex Mariekex,Vitamin C,Bullar kakor tårtor mm,0.0,mg
1614,Kex Mariekex,Vitamin B6,Bullar kakor tårtor mm,0.09,mg
1614,Kex Mariekex,Vitamin B12,Bullar kakor tårtor mm,0.11,µg
1614,Kex Mariekex,Vitamin A,Bullar kakor tårtor mm,7.2,RE/µg
1614,Kex Mariekex,Vatten,Bullar kakor tårtor mm,1.4,g
1614,Kex Mariekex,Tiamin,Bullar kakor tårtor mm,0.04,mg
1614,Kex Mariekex,Tillsatt socker,Bullar kakor tårtor mm,20.0,g
1614,Kex Mariekex,Fritt socker,Bullar kakor tårtor mm,20.0,g
1614,Kex Mariekex,"Selen, Se",Bullar kakor tårtor mm,2.4,µg
1614,Kex Mariekex,Sackaros,Bullar kakor tårtor mm,18.3,g
1614,Kex Mariekex,Riboflavin,Bullar kakor tårtor mm,0.02,mg
1614,Kex Mariekex,Retinol,Bullar kakor tårtor mm,7.0,µg
1614,Kex Mariekex,Protein,Bullar kakor tårtor mm,6.6,g
1614,Kex Mariekex,Summa fleromättade fettsyror,Bullar kakor tårtor mm,1.6,g
1614,Kex Mariekex,"Fosfor, P",Bullar kakor tårtor mm,76.0,mg
1614,Kex Mariekex,Niacinekvivalenter,Bullar kakor tårtor mm,2.2,NE/mg
1614,Kex Mariekex,Niacin,Bullar kakor tårtor mm,1.09,mg
1614,Kex Mariekex,"Salt, NaCl",Bullar kakor tårtor mm,1.1,g
1614,Kex Mariekex,"Natrium, Na",Bullar kakor tårtor mm,447.0,mg
1614,Kex Mariekex,Monosackarider,Bullar kakor tårtor mm,1.2,g
1614,Kex Mariekex,"Sockerarter, totalt",Bullar kakor tårtor mm,20.0,g
1614,Kex Mariekex,Summa enkelomättade fettsyror,Bullar kakor tårtor mm,5.5,g
1614,Kex Mariekex,"Magnesium, Mg",Bullar kakor tårtor mm,16.0,mg
1614,Kex Mariekex,Summa mättade fettsyror,Bullar kakor tårtor mm,5.0,g
1614,Kex Mariekex,"Kolhydrater, tillgängliga",Bullar kakor tårtor mm,74.7,g
1614,Kex Mariekex,Kolesterol,Bullar kakor tårtor mm,2.0,mg
1614,Kex Mariekex,"Kalium, K",Bullar kakor tårtor mm,141.0,mg
1614,Kex Mariekex,"Jod, I",Bullar kakor tårtor mm,2.0,µg
1614,Kex Mariekex,Fullkorn totalt,Bullar kakor tårtor mm,0.0,g
1614,Kex Mariekex,"Folat, totalt",Bullar kakor tårtor mm,15.4,µg
1614,Kex Mariekex,Fibrer,Bullar kakor tårtor mm,3.1,g
1614,Kex Mariekex,"Fett, totalt",Bullar kakor tårtor mm,12.8,g
1614,Kex Mariekex,"Järn, Fe",Bullar kakor tårtor mm,0.8,mg
1614,Kex Mariekex,Energi (kJ),Bullar kakor tårtor mm,1879.0,kJ
1614,Kex Mariekex,Energi (kcal),Bullar kakor tårtor mm,449.0,kcal
1614,Kex Mariekex,Disackarider,Bullar kakor tårtor mm,18.8,g
1614,Kex Mariekex,"Kalcium, Ca",Bullar kakor tårtor mm,27.0,mg
1614,Kex Mariekex,Fettsyra 4:0-10:0,Bullar kakor tårtor mm,0.0,g
1614,Kex Mariekex,DHA (C22:6),Bullar kakor tårtor mm,0.0,g
1614,Kex Mariekex,DPA (C22:5),Bullar kakor tårtor mm,0.0,g
1614,Kex Mariekex,EPA (C20:5),Bullar kakor tårtor mm,0.0,g
1614,Kex Mariekex,Arakidonsyra C20:4,Bullar kakor tårtor mm,0.0,g
1614,Kex Mariekex,Arakidinsyra C20:0,Bullar kakor tårtor mm,0.1,g
1614,Kex Mariekex,Linolensyra C18:3,Bullar kakor tårtor mm,0.1,g
1614,Kex Mariekex,Linolsyra C18:2,Bullar kakor tårtor mm,1.5,g
1614,Kex Mariekex,Oljesyra C18:1,Bullar kakor tårtor mm,5.4,g
1614,Kex Mariekex,Stearinsyra C18:0,Bullar kakor tårtor mm,1.3,g
1614,Kex Mariekex,Palmitoljesyra C16:1,Bullar kakor tårtor mm,0.0,g
1614,Kex Mariekex,Palmitinsyra C16:0,Bullar kakor tårtor mm,3.3,g
1614,Kex Mariekex,Myristinsyra C14:0,Bullar kakor tårtor mm,0.1,g
1614,Kex Mariekex,Laurinsyra C12:0,Bullar kakor tårtor mm,0.0,g
1614,Kex Mariekex,Betakaroten/β-Karoten,Bullar kakor tårtor mm,2.0,µg
1614,Kex Mariekex,Avfall (skal etc.),Bullar kakor tårtor mm,0.0,%
1614,Kex Mariekex,Aska,Bullar kakor tårtor mm,1.4,g
1614,Kex Mariekex,Alkohol,Bullar kakor tårtor mm,0.0,g
1615,Kex mördegskex,"Zink, Zn",Bullar kakor tårtor mm,0.4,mg
1615,Kex mördegskex,Vitamin E,Bullar kakor tårtor mm,4.4,mg
1615,Kex mördegskex,Vitamin D inkl 25-OH-D3,Bullar kakor tårtor mm,0.0,µg
1615,Kex mördegskex,Vitamin D,Bullar kakor tårtor mm,0.0,µg
1615,Kex mördegskex,Vitamin C,Bullar kakor tårtor mm,0.0,mg
1615,Kex mördegskex,Vitamin B6,Bullar kakor tårtor mm,0.07,mg
1615,Kex mördegskex,Vitamin B12,Bullar kakor tårtor mm,0.1,µg
1615,Kex mördegskex,Vitamin A,Bullar kakor tårtor mm,0.3,RE/µg
1615,Kex mördegskex,Vatten,Bullar kakor tårtor mm,1.4,g
1615,Kex mördegskex,Tiamin,Bullar kakor tårtor mm,0.06,mg
1615,Kex mördegskex,Tillsatt socker,Bullar kakor tårtor mm,22.0,g
1615,Kex mördegskex,Fritt socker,Bullar kakor tårtor mm,22.0,g
1615,Kex mördegskex,"Selen, Se",Bullar kakor tårtor mm,1.6,µg
1615,Kex mördegskex,Sackaros,Bullar kakor tårtor mm,21.4,g
1615,Kex mördegskex,Riboflavin,Bullar kakor tårtor mm,0.02,mg
1615,Kex mördegskex,Retinol,Bullar kakor tårtor mm,0.0,µg
1615,Kex mördegskex,Protein,Bullar kakor tårtor mm,5.4,g
1615,Kex mördegskex,Summa fleromättade fettsyror,Bullar kakor tårtor mm,1.5,g
1615,Kex mördegskex,"Fosfor, P",Bullar kakor tårtor mm,69.0,mg
1615,Kex mördegskex,Niacinekvivalenter,Bullar kakor tårtor mm,1.8,NE/mg
1615,Kex mördegskex,Niacin,Bullar kakor tårtor mm,0.91,mg
1615,Kex mördegskex,"Salt, NaCl",Bullar kakor tårtor mm,1.0,g
1615,Kex mördegskex,"Natrium, Na",Bullar kakor tårtor mm,390.0,mg
1615,Kex mördegskex,Monosackarider,Bullar kakor tårtor mm,0.6,g
1615,Kex mördegskex,"Sockerarter, totalt",Bullar kakor tårtor mm,22.2,g
1615,Kex mördegskex,Summa enkelomättade fettsyror,Bullar kakor tårtor mm,11.4,g
1615,Kex mördegskex,"Magnesium, Mg",Bullar kakor tårtor mm,15.0,mg
1615,Kex mördegskex,Summa mättade fettsyror,Bullar kakor tårtor mm,4.6,g
1615,Kex mördegskex,"Kolhydrater, tillgängliga",Bullar kakor tårtor mm,71.8,g
1615,Kex mördegskex,Kolesterol,Bullar kakor tårtor mm,2.0,mg
1615,Kex mördegskex,"Kalium, K",Bullar kakor tårtor mm,116.0,mg
1615,Kex mördegskex,"Jod, I",Bullar kakor tårtor mm,2.0,µg
1615,Kex mördegskex,Fullkorn totalt,Bullar kakor tårtor mm,0.0,g
1615,Kex mördegskex,"Folat, totalt",Bullar kakor tårtor mm,13.2,µg
1615,Kex mördegskex,Fibrer,Bullar kakor tårtor mm,1.8,g
1615,Kex mördegskex,"Fett, totalt",Bullar kakor tårtor mm,18.4,g
1615,Kex mördegskex,"Järn, Fe",Bullar kakor tårtor mm,0.6,mg
1615,Kex mördegskex,Energi (kJ),Bullar kakor tårtor mm,2007.0,kJ
1615,Kex mördegskex,Energi (kcal),Bullar kakor tårtor mm,480.0,kcal
1615,Kex mördegskex,Disackarider,Bullar kakor tårtor mm,21.6,g
1615,Kex mördegskex,"Kalcium, Ca",Bullar kakor tårtor mm,11.0,mg
1615,Kex mördegskex,Fettsyra 4:0-10:0,Bullar kakor tårtor mm,0.0,g
1615,Kex mördegskex,DHA (C22:6),Bullar kakor tårtor mm,0.0,g
1615,Kex mördegskex,DPA (C22:5),Bullar kakor tårtor mm,0.0,g
1615,Kex mördegskex,EPA (C20:5),Bullar kakor tårtor mm,0.0,g
1615,Kex mördegskex,Arakidonsyra C20:4,Bullar kakor tårtor mm,0.0,g
1615,Kex mördegskex,Arakidinsyra C20:0,Bullar kakor tårtor mm,0.1,g
1615,Kex mördegskex,Linolensyra C18:3,Bullar kakor tårtor mm,0.0,g
1615,Kex mördegskex,Linolsyra C18:2,Bullar kakor tårtor mm,1.4,g
1615,Kex mördegskex,Oljesyra C18:1,Bullar kakor tårtor mm,11.1,g
1615,Kex mördegskex,Stearinsyra C18:0,Bullar kakor tårtor mm,2.0,g
1615,Kex mördegskex,Palmitoljesyra C16:1,Bullar kakor tårtor mm,0.0,g
1615,Kex mördegskex,Palmitinsyra C16:0,Bullar kakor tårtor mm,2.3,g
1615,Kex mördegskex,Myristinsyra C14:0,Bullar kakor tårtor mm,0.1,g
1615,Kex mördegskex,Laurinsyra C12:0,Bullar kakor tårtor mm,0.0,g
1615,Kex mördegskex,Betakaroten/β-Karoten,Bullar kakor tårtor mm,2.0,µg
1615,Kex mördegskex,Avfall (skal etc.),Bullar kakor tårtor mm,0.0,%
1615,Kex mördegskex,Aska,Bullar kakor tårtor mm,1.2,g
1615,Kex mördegskex,Alkohol,Bullar kakor tårtor mm,0.0,g
1616,Kex m. syltfyllning,"Zink, Zn",Bullar kakor tårtor mm,0.2,mg
1616,Kex m. syltfyllning,Vitamin E,Bullar kakor tårtor mm,3.0,mg
1616,Kex m. syltfyllning,Vitamin D,Bullar kakor tårtor mm,0.1,µg
