nummer,namn,naringsnamn,gruppering,mangd,enhet
1616,Kex m. syltfyllning,Vitamin C,Bullar kakor tårtor mm,0.0,mg
1616,Kex m. syltfyllning,Vitamin B6,Bullar kakor tårtor mm,0.06,mg
1616,Kex m. syltfyllning,Vitamin B12,Bullar kakor tårtor mm,0.11,µg
1616,Kex m. syltfyllning,Vitamin A,Bullar kakor tårtor mm,0.0,RE/µg
1616,Kex m. syltfyllning,Vatten,Bullar kakor tårtor mm,3.9,g
1616,Kex m. syltfyllning,Tiamin,Bullar kakor tårtor mm,0.03,mg
1616,Kex m. syltfyllning,Tillsatt socker,Bullar kakor tårtor mm,36.0,g
1616,Kex m. syltfyllning,Fritt socker,Bullar kakor tårtor mm,36.0,g
1616,Kex m. syltfyllning,"Selen, Se",Bullar kakor tårtor mm,1.6,µg
1616,Kex m. syltfyllning,Sackaros,Bullar kakor tårtor mm,30.3,g
1616,Kex m. syltfyllning,Riboflavin,Bullar kakor tårtor mm,0.02,mg
1616,Kex m. syltfyllning,Retinol,Bullar kakor tårtor mm,0.0,µg
1616,Kex m. syltfyllning,Protein,Bullar kakor tårtor mm,4.0,g
1616,Kex m. syltfyllning,Summa fleromättade fettsyror,Bullar kakor tårtor mm,1.3,g
1616,Kex m. syltfyllning,"Fosfor, P",Bullar kakor tårtor mm,44.0,mg
1616,Kex m. syltfyllning,Niacinekvivalenter,Bullar kakor tårtor mm,1.5,NE/mg
1616,Kex m. syltfyllning,Niacin,Bullar kakor tårtor mm,0.79,mg
1616,Kex m. syltfyllning,"Salt, NaCl",Bullar kakor tårtor mm,0.6,g
1616,Kex m. syltfyllning,"Natrium, Na",Bullar kakor tårtor mm,242.0,mg
1616,Kex m. syltfyllning,Monosackarider,Bullar kakor tårtor mm,4.8,g
1616,Kex m. syltfyllning,"Sockerarter, totalt",Bullar kakor tårtor mm,36.5,g
1616,Kex m. syltfyllning,Summa enkelomättade fettsyror,Bullar kakor tårtor mm,7.3,g
1616,Kex m. syltfyllning,"Magnesium, Mg",Bullar kakor tårtor mm,10.0,mg
1616,Kex m. syltfyllning,Summa mättade fettsyror,Bullar kakor tårtor mm,9.4,g
1616,Kex m. syltfyllning,"Kolhydrater, tillgängliga",Bullar kakor tårtor mm,70.9,g
1616,Kex m. syltfyllning,Kolesterol,Bullar kakor tårtor mm,2.0,mg
1616,Kex m. syltfyllning,"Kalium, K",Bullar kakor tårtor mm,97.0,mg
1616,Kex m. syltfyllning,"Jod, I",Bullar kakor tårtor mm,2.0,µg
1616,Kex m. syltfyllning,Fullkorn totalt,Bullar kakor tårtor mm,0.0,g
1616,Kex m. syltfyllning,"Folat, totalt",Bullar kakor tårtor mm,10.8,µg
1616,Kex m. syltfyllning,Fibrer,Bullar kakor tårtor mm,1.4,g
1616,Kex m. syltfyllning,"Fett, totalt",Bullar kakor tårtor mm,18.9,g
1616,Kex m. syltfyllning,"Järn, Fe",Bullar kakor tårtor mm,0.5,mg
1616,Kex m. syltfyllning,Energi (kJ),Bullar kakor tårtor mm,1985.0,kJ
1616,Kex m. syltfyllning,Energi (kcal),Bullar kakor tårtor mm,474.0,kcal
1616,Kex m. syltfyllning,Disackarider,Bullar kakor tårtor mm,31.7,g
1616,Kex m. syltfyllning,"Kalcium, Ca",Bullar kakor tårtor mm,10.0,mg
1616,Kex m. syltfyllning,Fettsyra 4:0-10:0,Bullar kakor tårtor mm,1.1,g
1616,Kex m. syltfyllning,DHA (C22:6),Bullar kakor tårtor mm,0.0,g
1616,Kex m. syltfyllning,DPA (C22:5),Bullar kakor tårtor mm,0.0,g
1616,Kex m. syltfyllning,EPA (C20:5),Bullar kakor tårtor mm,0.0,g
1616,Kex m. syltfyllning,Arakidonsyra C20:4,Bullar kakor tårtor mm,0.0,g
1616,Kex m. syltfyllning,Arakidinsyra C20:0,Bullar kakor tårtor mm,0.1,g
1616,Kex m. syltfyllning,Linolensyra C18:3,Bullar kakor tårtor mm,0.1,g
1616,Kex m. syltfyllning,Linolsyra C18:2,Bullar kakor tårtor mm,1.2,g
1616,Kex m. syltfyllning,Oljesyra C18:1,Bullar kakor tårtor mm,7.1,g
1616,Kex m. syltfyllning,Stearinsyra C18:0,Bullar kakor tårtor mm,1.7,g
1616,Kex m. syltfyllning,Palmitoljesyra C16:1,Bullar kakor tårtor mm,0.0,g
1616,Kex m. syltfyllning,Palmitinsyra C16:0,Bullar kakor tårtor mm,1.5,g
1616,Kex m. syltfyllning,Myristinsyra C14:0,Bullar kakor tårtor mm,1.3,g
1616,Kex m. syltfyllning,Laurinsyra C12:0,Bullar kakor tårtor mm,3.5,g
1616,Kex m. syltfyllning,Betakaroten/β-Karoten,Bullar kakor tårtor mm,0.0,µg
1616,Kex m. syltfyllning,Avfall (skal etc.),Bullar kakor tårtor mm,0.0,%
1616,Kex m. syltfyllning,Aska,Bullar kakor tårtor mm,0.8,g
1616,Kex m. syltfyllning,Alkohol,Bullar kakor tårtor mm,0.0,g
1617,Kex m. nougatfyllning,"Zink, Zn",Bullar kakor tårtor mm,0.6,mg
1617,Kex m. nougatfyllning,Vitamin E,Bullar kakor tårtor mm,5.3,mg
1617,Kex m. nougatfyllning,Vitamin D inkl 25-OH-D3,Bullar kakor tårtor mm,0.0,µg
1617,Kex m. nougatfyllning,Vitamin D,Bullar kakor tårtor mm,0.0,µg
1617,Kex m. nougatfyllning,Vitamin C,Bullar kakor tårtor mm,0.0,mg
1617,Kex m. nougatfyllning,Vitamin B6,Bullar kakor tårtor mm,0.06,mg
1617,Kex m. nougatfyllning,Vitamin B12,Bullar kakor tårtor mm,0.0,µg
1617,Kex m. nougatfyllning,Vitamin A,Bullar kakor tårtor mm,0.0,RE/µg
1617,Kex m. nougatfyllning,Vatten,Bullar kakor tårtor mm,3.3,g
1617,Kex m. nougatfyllning,Tiamin,Bullar kakor tårtor mm,0.06,mg
1617,Kex m. nougatfyllning,Tillsatt socker,Bullar kakor tårtor mm,29.0,g
1617,Kex m. nougatfyllning,Fritt socker,Bullar kakor tårtor mm,29.0,g
1617,Kex m. nougatfyllning,"Selen, Se",Bullar kakor tårtor mm,0.0,µg
1617,Kex m. nougatfyllning,Sackaros,Bullar kakor tårtor mm,28.4,g
1617,Kex m. nougatfyllning,Riboflavin,Bullar kakor tårtor mm,0.11,mg
1617,Kex m. nougatfyllning,Retinol,Bullar kakor tårtor mm,0.0,µg
1617,Kex m. nougatfyllning,Protein,Bullar kakor tårtor mm,5.6,g
1617,Kex m. nougatfyllning,Summa fleromättade fettsyror,Bullar kakor tårtor mm,1.4,g
1617,Kex m. nougatfyllning,"Fosfor, P",Bullar kakor tårtor mm,130.0,mg
1617,Kex m. nougatfyllning,Niacinekvivalenter,Bullar kakor tårtor mm,1.4,NE/mg
1617,Kex m. nougatfyllning,Niacin,Bullar kakor tårtor mm,0.42,mg
1617,Kex m. nougatfyllning,"Salt, NaCl",Bullar kakor tårtor mm,0.5,g
1617,Kex m. nougatfyllning,"Natrium, Na",Bullar kakor tårtor mm,200.0,mg
1617,Kex m. nougatfyllning,Monosackarider,Bullar kakor tårtor mm,0.2,g
1617,Kex m. nougatfyllning,"Sockerarter, totalt",Bullar kakor tårtor mm,31.7,g
1617,Kex m. nougatfyllning,Summa enkelomättade fettsyror,Bullar kakor tårtor mm,9.1,g
1617,Kex m. nougatfyllning,"Magnesium, Mg",Bullar kakor tårtor mm,38.0,mg
1617,Kex m. nougatfyllning,Summa mättade fettsyror,Bullar kakor tårtor mm,11.7,g
1617,Kex m. nougatfyllning,"Kolhydrater, tillgängliga",Bullar kakor tårtor mm,62.6,g
1617,Kex m. nougatfyllning,Kolesterol,Bullar kakor tårtor mm,1.2,mg
1617,Kex m. nougatfyllning,"Kalium, K",Bullar kakor tårtor mm,270.0,mg
1617,Kex m. nougatfyllning,"Jod, I",Bullar kakor tårtor mm,0.0,µg
1617,Kex m. nougatfyllning,Fullkorn totalt,Bullar kakor tårtor mm,0.0,g
1617,Kex m. nougatfyllning,"Folat, totalt",Bullar kakor tårtor mm,14.5,µg
1617,Kex m. nougatfyllning,Fibrer,Bullar kakor tårtor mm,4.0,g
1617,Kex m. nougatfyllning,"Fett, totalt",Bullar kakor tårtor mm,23.2,g
1617,Kex m. nougatfyllning,"Järn, Fe",Bullar kakor tårtor mm,1.8,mg
1617,Kex m. nougatfyllning,Energi (kJ),Bullar kakor tårtor mm,2050.0,kJ
1617,Kex m. nougatfyllning,Energi (kcal),Bullar kakor tårtor mm,490.0,kcal
1617,Kex m. nougatfyllning,Disackarider,Bullar kakor tårtor mm,31.4,g
1617,Kex m. nougatfyllning,"Kalcium, Ca",Bullar kakor tårtor mm,67.0,mg
1617,Kex m. nougatfyllning,Fettsyra 4:0-10:0,Bullar kakor tårtor mm,1.2,g
1617,Kex m. nougatfyllning,DHA (C22:6),Bullar kakor tårtor mm,0.0,g
1617,Kex m. nougatfyllning,DPA (C22:5),Bullar kakor tårtor mm,0.0,g
1617,Kex m. nougatfyllning,EPA (C20:5),Bullar kakor tårtor mm,0.0,g
1617,Kex m. nougatfyllning,Arakidonsyra C20:4,Bullar kakor tårtor mm,0.0,g
1617,Kex m. nougatfyllning,Arakidinsyra C20:0,Bullar kakor tårtor mm,0.0,g
1617,Kex m. nougatfyllning,Linolensyra C18:3,Bullar kakor tårtor mm,0.1,g
1617,Kex m. nougatfyllning,Linolsyra C18:2,Bullar kakor tårtor mm,1.3,g
1617,Kex m. nougatfyllning,Oljesyra C18:1,Bullar kakor tårtor mm,9.0,g
1617,Kex m. nougatfyllning,Stearinsyra C18:0,Bullar kakor tårtor mm,1.5,g
1617,Kex m. nougatfyllning,Palmitoljesyra C16:1,Bullar kakor tårtor mm,0.0,g
1617,Kex m. nougatfyllning,Palmitinsyra C16:0,Bullar kakor tårtor mm,2.6,g
1617,Kex m. nougatfyllning,Myristinsyra C14:0,Bullar kakor tårtor mm,1.8,g
1617,Kex m. nougatfyllning,Laurinsyra C12:0,Bullar kakor tårtor mm,4.5,g
1617,Kex m. nougatfyllning,Betakaroten/β-Karoten,Bullar kakor tårtor mm,0.0,µg
1617,Kex m. nougatfyllning,Avfall (skal etc.),Bullar kakor tårtor mm,0.0,%
1617,Kex m. nougatfyllning,Aska,Bullar kakor tårtor mm,1.2,g
1617,Kex m. nougatfyllning,Alkohol,Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,"Zink, Zn",Bullar kakor tårtor mm,0.2,mg
1618,Maräng m. choklad,Vitamin E,Bullar kakor tårtor mm,0.1,mg
1618,Maräng m. choklad,Vitamin D inkl 25-OH-D3,Bullar kakor tårtor mm,0.0,µg
1618,Maräng m. choklad,Vitamin D,Bullar kakor tårtor mm,0.0,µg
1618,Maräng m. choklad,Vitamin C,Bullar kakor tårtor mm,0.0,mg
1618,Maräng m. choklad,Vitamin B6,Bullar kakor tårtor mm,0.0,mg
1618,Maräng m. choklad,Vitamin B12,Bullar kakor tårtor mm,0.04,µg
1618,Maräng m. choklad,Vitamin A,Bullar kakor tårtor mm,0.0,RE/µg
1618,Maräng m. choklad,Vatten,Bullar kakor tårtor mm,4.5,g
1618,Maräng m. choklad,Tiamin,Bullar kakor tårtor mm,0.0,mg
1618,Maräng m. choklad,Tillsatt socker,Bullar kakor tårtor mm,92.0,g
1618,Maräng m. choklad,Fritt socker,Bullar kakor tårtor mm,92.0,g
1618,Maräng m. choklad,"Selen, Se",Bullar kakor tårtor mm,3.0,µg
1618,Maräng m. choklad,Sackaros,Bullar kakor tårtor mm,91.6,g
1618,Maräng m. choklad,Riboflavin,Bullar kakor tårtor mm,0.1,mg
1618,Maräng m. choklad,Retinol,Bullar kakor tårtor mm,0.0,µg
1618,Maräng m. choklad,Protein,Bullar kakor tårtor mm,3.2,g
1618,Maräng m. choklad,Summa fleromättade fettsyror,Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,"Fosfor, P",Bullar kakor tårtor mm,12.0,mg
1618,Maräng m. choklad,Niacinekvivalenter,Bullar kakor tårtor mm,0.6,NE/mg
1618,Maräng m. choklad,Niacin,Bullar kakor tårtor mm,0.1,mg
1618,Maräng m. choklad,"Salt, NaCl",Bullar kakor tårtor mm,0.4,g
1618,Maräng m. choklad,"Natrium, Na",Bullar kakor tårtor mm,159.0,mg
1618,Maräng m. choklad,Monosackarider,Bullar kakor tårtor mm,0.4,g
1618,Maräng m. choklad,"Sockerarter, totalt",Bullar kakor tårtor mm,92.8,g
1618,Maräng m. choklad,Summa enkelomättade fettsyror,Bullar kakor tårtor mm,0.1,g
1618,Maräng m. choklad,"Magnesium, Mg",Bullar kakor tårtor mm,8.0,mg
1618,Maräng m. choklad,Summa mättade fettsyror,Bullar kakor tårtor mm,0.6,g
1618,Maräng m. choklad,"Kolhydrater, tillgängliga",Bullar kakor tårtor mm,91.0,g
1618,Maräng m. choklad,Kolesterol,Bullar kakor tårtor mm,0.0,mg
1618,Maräng m. choklad,"Kalium, K",Bullar kakor tårtor mm,116.0,mg
1618,Maräng m. choklad,"Jod, I",Bullar kakor tårtor mm,1.0,µg
1618,Maräng m. choklad,Fullkorn totalt,Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,"Folat, totalt",Bullar kakor tårtor mm,10.0,µg
1618,Maräng m. choklad,Fibrer,Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,"Fett, totalt",Bullar kakor tårtor mm,0.7,g
1618,Maräng m. choklad,"Järn, Fe",Bullar kakor tårtor mm,0.9,mg
1618,Maräng m. choklad,Energi (kJ),Bullar kakor tårtor mm,1629.0,kJ
1618,Maräng m. choklad,Energi (kcal),Bullar kakor tårtor mm,389.0,kcal
1618,Maräng m. choklad,Disackarider,Bullar kakor tårtor mm,92.4,g
1618,Maräng m. choklad,"Kalcium, Ca",Bullar kakor tårtor mm,5.0,mg
1618,Maräng m. choklad,Fettsyra 4:0-10:0,Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,DHA (C22:6),Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,DPA (C22:5),Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,EPA (C20:5),Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,Arakidonsyra C20:4,Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,Arakidinsyra C20:0,Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,Linolensyra C18:3,Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,Linolsyra C18:2,Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,Oljesyra C18:1,Bullar kakor tårtor mm,0.1,g
1618,Maräng m. choklad,Stearinsyra C18:0,Bullar kakor tårtor mm,0.1,g
1618,Maräng m. choklad,Palmitoljesyra C16:1,Bullar kakor tårtor mm,0.0,g
1618,Maräng m. choklad,Palmitinsyra C16:0,Bullar kakor tårtor mm,0.1,g
1618,Maräng m. choklad,Myristinsyra C14:0,Bullar kakor tårtor mm,0.1,g
1618,Maräng m. choklad,Laurinsyra C12:0,Bullar kakor tårtor mm,0.2,g
1618,Maräng m. choklad,Betakaroten/β-Karoten,Bullar kakor tårtor mm,0.0,µg
1618,Maräng m. choklad,Avfall (skal etc.),Bullar kakor tårtor mm,0.0,%
1618,Maräng m. choklad,Aska,Bullar kakor tårtor mm,0.6,g
1618,Maräng m. choklad,Alkohol,Bullar kakor tårtor mm,0.0,g
1619,Småkakor olika sorter,"Zink, Zn",Bullar kakor tårtor mm,0.4,mg
1619,Småkakor olika sorter,Vitamin E,Bullar kakor tårtor mm,4.2,mg
1619,Småkakor olika sorter,Vitamin D,Bullar kakor tårtor mm,0.59,µg
1619,Småkakor olika sorter,Vitamin C,Bullar kakor tårtor mm,0.0,mg
1619,Småkakor olika sorter,Vitamin B6,Bullar kakor tårtor mm,0.09,mg
1619,Småkakor olika sorter,Vitamin B12,Bullar kakor tårtor mm,0.08,µg
1619,Småkakor olika sorter,Vitamin A,Bullar kakor tårtor mm,239.7,RE/µg
1619,Småkakor olika sorter,Vatten,Bullar kakor tårtor mm,2.2,g
1619,Småkakor olika sorter,Tiamin,Bullar kakor tårtor mm,0.04,mg
1619,Småkakor olika sorter,Tillsatt socker,Bullar kakor tårtor mm,32.0,g
1619,Småkakor olika sorter,Fritt socker,Bullar kakor tårtor mm,32.0,g
1619,Småkakor olika sorter,"Selen, Se",Bullar kakor tårtor mm,2.1,µg
1619,Småkakor olika sorter,Sackaros,Bullar kakor tårtor mm,31.0,g
1619,Småkakor olika sorter,Riboflavin,Bullar kakor tårtor mm,0.05,mg
1619,Småkakor olika sorter,Retinol,Bullar kakor tårtor mm,234.0,µg
1619,Småkakor olika sorter,Protein,Bullar kakor tårtor mm,4.7,g
1619,Småkakor olika sorter,Summa fleromättade fettsyror,Bullar kakor tårtor mm,2.5,g
1619,Småkakor olika sorter,"Fosfor, P",Bullar kakor tårtor mm,108.0,mg
1619,Småkakor olika sorter,Niacinekvivalenter,Bullar kakor tårtor mm,1.8,NE/mg
1619,Småkakor olika sorter,Niacin,Bullar kakor tårtor mm,0.99,mg
1619,Småkakor olika sorter,"Salt, NaCl",Bullar kakor tårtor mm,0.6,g
1619,Småkakor olika sorter,"Natrium, Na",Bullar kakor tårtor mm,246.0,mg
1619,Småkakor olika sorter,Monosackarider,Bullar kakor tårtor mm,0.4,g
1619,Småkakor olika sorter,"Sockerarter, totalt",Bullar kakor tårtor mm,31.7,g
1619,Småkakor olika sorter,Summa enkelomättade fettsyror,Bullar kakor tårtor mm,9.0,g
1619,Småkakor olika sorter,"Magnesium, Mg",Bullar kakor tårtor mm,18.0,mg
1619,Småkakor olika sorter,Summa mättade fettsyror,Bullar kakor tårtor mm,9.0,g
1619,Småkakor olika sorter,"Kolhydrater, tillgängliga",Bullar kakor tårtor mm,68.8,g
1619,Småkakor olika sorter,Kolesterol,Bullar kakor tårtor mm,7.0,mg
1619,Småkakor olika sorter,"Kalium, K",Bullar kakor tårtor mm,123.0,mg
1619,Småkakor olika sorter,"Jod, I",Bullar kakor tårtor mm,2.0,µg
1619,Småkakor olika sorter,Fullkorn totalt,Bullar kakor tårtor mm,0.0,g
1619,Småkakor olika sorter,"Folat, totalt",Bullar kakor tårtor mm,14.7,µg
1619,Småkakor olika sorter,Fibrer,Bullar kakor tårtor mm,2.1,g
1619,Småkakor olika sorter,"Fett, totalt",Bullar kakor tårtor mm,21.4,g
1619,Småkakor olika sorter,"Järn, Fe",Bullar kakor tårtor mm,0.8,mg
1619,Småkakor olika sorter,Energi (kJ),Bullar kakor tårtor mm,2058.0,kJ
1619,Småkakor olika sorter,Energi (kcal),Bullar kakor tårtor mm,492.0,kcal
1619,Småkakor olika sorter,Disackarider,Bullar kakor tårtor mm,31.2,g
1619,Småkakor olika sorter,"Kalcium, Ca",Bullar kakor tårtor mm,13.0,mg
1619,Småkakor olika sorter,Fettsyra 4:0-10:0,Bullar kakor tårtor mm,0.3,g
1619,Småkakor olika sorter,DHA (C22:6),Bullar kakor tårtor mm,0.0,g
1619,Småkakor olika sorter,DPA (C22:5),Bullar kakor tårtor mm,0.0,g
1619,Småkakor olika sorter,EPA (C20:5),Bullar kakor tårtor mm,0.0,g
1619,Småkakor olika sorter,Arakidonsyra C20:4,Bullar kakor tårtor mm,0.0,g
1619,Småkakor olika sorter,Arakidinsyra C20:0,Bullar kakor tårtor mm,0.1,g
1619,Småkakor olika sorter,Linolensyra C18:3,Bullar kakor tårtor mm,0.4,g
1619,Småkakor olika sorter,Linolsyra C18:2,Bullar kakor tårtor mm,2.1,g
1619,Småkakor olika sorter,Oljesyra C18:1,Bullar kakor tårtor mm,8.8,g
1619,Småkakor olika sorter,Stearinsyra C18:0,Bullar kakor tårtor mm,1.2,g
1619,Småkakor olika sorter,Palmitoljesyra C16:1,Bullar kakor tårtor mm,0.0,g
1619,Småkakor olika sorter,Palmitinsyra C16:0,Bullar kakor tårtor mm,5.8,g
1619,Småkakor olika sorter,Myristinsyra C14:0,Bullar kakor tårtor mm,0.5,g
1619,Småkakor olika sorter,Laurinsyra C12:0,Bullar kakor tårtor mm,1.0,g
1619,Småkakor olika sorter,Betakaroten/β-Karoten,Bullar kakor tårtor mm,67.0,µg
1619,Småkakor olika sorter,Avfall (skal etc.),Bullar kakor tårtor mm,0.0,%
1619,Småkakor olika sorter,Aska,Bullar kakor tårtor mm,0.9,g
1619,Småkakor olika sorter,Alkohol,Bullar kakor tårtor mm,0.0,g
1620,Jitterbugg m. mördeg maräng,"Zink, Zn",Bullar kakor tårtor mm,0.4,mg
1620,Jitterbugg m. mördeg maräng,Vitamin E,Bullar kakor tårtor mm,3.9,mg
1620,Jitterbugg m. mördeg maräng,Vitamin D,Bullar kakor tårtor mm,1.68,µg
1620,Jitterbugg m. mördeg maräng,Vitamin C,Bullar kakor tårtor mm,0.0,mg
1620,Jitterbugg m. mördeg maräng,Vitamin B6,Bullar kakor tårtor mm,0.07,mg
1620,Jitterbugg m. mördeg maräng,Vitamin B12,Bullar kakor tårtor mm,0.08,µg
1620,Jitterbugg m. mördeg maräng,Vitamin A,Bullar kakor tårtor mm,338.2,RE/µg
1620,Jitterbugg m. mördeg maräng,Vatten,Bullar kakor tårtor mm,7.3,g
1620,Jitterbugg m. mördeg maräng,Tiamin,Bullar kakor tårtor mm,0.07,mg
1620,Jitterbugg m. mördeg maräng,Tillsatt socker,Bullar kakor tårtor mm,17.0,g
1620,Jitterbugg m. mördeg maräng,Fritt socker,Bullar kakor tårtor mm,17.0,g
1620,Jitterbugg m. mördeg maräng,"Selen, Se",Bullar kakor tårtor mm,2.0,µg
1620,Jitterbugg m. mördeg maräng,Sackaros,Bullar kakor tårtor mm,16.8,g
1620,Jitterbugg m. mördeg maräng,Riboflavin,Bullar kakor tårtor mm,0.06,mg
1620,Jitterbugg m. mördeg maräng,Retinol,Bullar kakor tårtor mm,333.0,µg
1620,Jitterbugg m. mördeg maräng,Protein,Bullar kakor tårtor mm,6.7,g
1620,Jitterbugg m. mördeg maräng,Summa fleromättade fettsyror,Bullar kakor tårtor mm,3.8,g
1620,Jitterbugg m. mördeg maräng,"Fosfor, P",Bullar kakor tårtor mm,63.0,mg
1620,Jitterbugg m. mördeg maräng,Niacinekvivalenter,Bullar kakor tårtor mm,1.8,NE/mg
1620,Jitterbugg m. mördeg maräng,Niacin,Bullar kakor tårtor mm,0.69,mg
1620,Jitterbugg m. mördeg maräng,"Salt, NaCl",Bullar kakor tårtor mm,0.7,g
1620,Jitterbugg m. mördeg maräng,"Natrium, Na",Bullar kakor tårtor mm,274.0,mg
1620,Jitterbugg m. mördeg maräng,Monosackarider,Bullar kakor tårtor mm,0.2,g
1620,Jitterbugg m. mördeg maräng,"Sockerarter, totalt",Bullar kakor tårtor mm,17.7,g
1620,Jitterbugg m. mördeg maräng,Summa enkelomättade fettsyror,Bullar kakor tårtor mm,11.1,g
1620,Jitterbugg m. mördeg maräng,"Magnesium, Mg",Bullar kakor tårtor mm,15.0,mg
1620,Jitterbugg m. mördeg maräng,Summa mättade fettsyror,Bullar kakor tårtor mm,13.9,g
1620,Jitterbugg m. mördeg maräng,"Kolhydrater, tillgängliga",Bullar kakor tårtor mm,52.8,g
1620,Jitterbugg m. mördeg maräng,Kolesterol,Bullar kakor tårtor mm,5.9,mg
1620,Jitterbugg m. mördeg maräng,"Kalium, K",Bullar kakor tårtor mm,121.0,mg
1620,Jitterbugg m. mördeg maräng,"Jod, I",Bullar kakor tårtor mm,3.0,µg
1620,Jitterbugg m. mördeg maräng,Fullkorn totalt,Bullar kakor tårtor mm,0.0,g
1620,Jitterbugg m. mördeg maräng,"Folat, totalt",Bullar kakor tårtor mm,14.5,µg
1620,Jitterbugg m. mördeg maräng,Fibrer,Bullar kakor tårtor mm,1.8,g
1620,Jitterbugg m. mördeg maräng,"Fett, totalt",Bullar kakor tårtor mm,30.5,g
1620,Jitterbugg m. mördeg maräng,"Järn, Fe",Bullar kakor tårtor mm,0.6,mg
1620,Jitterbugg m. mördeg maräng,Energi (kJ),Bullar kakor tårtor mm,2154.0,kJ
1620,Jitterbugg m. mördeg maräng,Energi (kcal),Bullar kakor tårtor mm,515.0,kcal
1620,Jitterbugg m. mördeg maräng,Disackarider,Bullar kakor tårtor mm,17.5,g
1620,Jitterbugg m. mördeg maräng,"Kalcium, Ca",Bullar kakor tårtor mm,18.0,mg
1620,Jitterbugg m. mördeg maräng,Fettsyra 4:0-10:0,Bullar kakor tårtor mm,0.7,g
1620,Jitterbugg m. mördeg maräng,DHA (C22:6),Bullar kakor tårtor mm,0.0,g
1620,Jitterbugg m. mördeg maräng,DPA (C22:5),Bullar kakor tårtor mm,0.0,g
1620,Jitterbugg m. mördeg maräng,EPA (C20:5),Bullar kakor tårtor mm,0.0,g
1620,Jitterbugg m. mördeg maräng,Arakidonsyra C20:4,Bullar kakor tårtor mm,0.0,g
1620,Jitterbugg m. mördeg maräng,Arakidinsyra C20:0,Bullar kakor tårtor mm,0.1,g
1620,Jitterbugg m. mördeg maräng,Linolensyra C18:3,Bullar kakor tårtor mm,0.8,g
1620,Jitterbugg m. mördeg maräng,Linolsyra C18:2,Bullar kakor tårtor mm,2.9,g
1620,Jitterbugg m. mördeg maräng,Oljesyra C18:1,Bullar kakor tårtor mm,10.9,g
1620,Jitterbugg m. mördeg maräng,Stearinsyra C18:0,Bullar kakor tårtor mm,1.2,g
1620,Jitterbugg m. mördeg maräng,Palmitoljesyra C16:1,Bullar kakor tårtor mm,0.0,g
1620,Jitterbugg m. mördeg maräng,Palmitinsyra C16:0,Bullar kakor tårtor mm,8.0,g
1620,Jitterbugg m. mördeg maräng,Myristinsyra C14:0,Bullar kakor tårtor mm,1.2,g
1620,Jitterbugg m. mördeg maräng,Laurinsyra C12:0,Bullar kakor tårtor mm,2.6,g
1620,Jitterbugg m. mördeg maräng,Betakaroten/β-Karoten,Bullar kakor tårtor mm,60.0,µg
1620,Jitterbugg m. mördeg maräng,Avfall (skal etc.),Bullar kakor tårtor mm,0.0,%
1620,Jitterbugg m. mördeg maräng,Aska,Bullar kakor tårtor mm,0.9,g
1620,Jitterbugg m. mördeg maräng,Alkohol,Bullar kakor tårtor mm,0.0,g
1621,Cookie amerikansk m. choklad,"Zink, Zn",Bullar kakor tårtor mm,0.9,mg
1621,Cookie amerikansk m. choklad,Vitamin E,Bullar kakor tårtor mm,3.1,mg
1621,Cookie amerikansk m. choklad,Vitamin D inkl 25-OH-D3,Bullar kakor tårtor mm,0.0,µg
1621,Cookie amerikansk m. choklad,Vitamin D,Bullar kakor tårtor mm,0.0,µg
1621,Cookie amerikansk m. choklad,Vitamin C,Bullar kakor tårtor mm,0.0,mg
1621,Cookie amerikansk m. choklad,Vitamin B6,Bullar kakor tårtor mm,0.06,mg
1621,Cookie amerikansk m. choklad,Vitamin B12,Bullar kakor tårtor mm,0.14,µg
1621,Cookie amerikansk m. choklad,Vitamin A,Bullar kakor tårtor mm,42.6,RE/µg
1621,Cookie amerikansk m. choklad,Vatten,Bullar kakor tårtor mm,4.5,g
1621,Cookie amerikansk m. choklad,Tiamin,Bullar kakor tårtor mm,0.02,mg
1621,Cookie amerikansk m. choklad,Tillsatt socker,Bullar kakor tårtor mm,42.0,g
1621,Cookie amerikansk m. choklad,Fritt socker,Bullar kakor tårtor mm,42.0,g
1621,Cookie amerikansk m. choklad,"Selen, Se",Bullar kakor tårtor mm,3.8,µg
1621,Cookie amerikansk m. choklad,Sackaros,Bullar kakor tårtor mm,38.5,g
1621,Cookie amerikansk m. choklad,Riboflavin,Bullar kakor tårtor mm,0.13,mg
1621,Cookie amerikansk m. choklad,Retinol,Bullar kakor tårtor mm,41.3,µg
1621,Cookie amerikansk m. choklad,Protein,Bullar kakor tårtor mm,5.2,g
